accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted
0.7604735883424408,0.6991777048423283,0.7432401984276825,0.7170362222997305,0.7783248744925035,0.7604735883424408,0.7660675000678354
